Date,Month,District,LATITUDE,LONGITUDE,Water_Table_m
11-Jul-16,Jul,Bogura,24.836,89.38,8.25
18-Jul-16,Jul,Bogura,24.836,89.38,8.28
25-Jul-16,Jul,Bogura,24.836,89.38,8.32
01-Aug-16,Aug,Bogura,24.836,89.38,8.26
08-Aug-16,Aug,Bogura,24.836,89.38,8.21
15-Aug-16,Aug,Bogura,24.836,89.38,8.19
22-Aug-16,Aug,Bogura,24.836,89.38,8.28
29-Aug-16,Aug,Bogura,24.836,89.38,8.18
05-Sep-16,Sep,Bogura,24.836,89.38,8.29
12-Sep-16,Sep,Bogura,24.836,89.38,8.31
19-Sep-16,Sep,Bogura,24.836,89.38,8.14
26-Sep-16,Sep,Bogura,24.836,89.38,8.03
03-Oct-16,Oct,Bogura,24.836,89.38,8.08
10-Oct-16,Oct,Bogura,24.836,89.38,8.02
17-Oct-16,Oct,Bogura,24.836,89.38,8
24-Oct-16,Oct,Bogura,24.836,89.38,8.02
31-Oct-16,Oct,Bogura,24.836,89.38,7.94
07-Nov-16,Nov,Bogura,24.836,89.38,7.87
14-Nov-16,Nov,Bogura,24.836,89.38,7.81
21-Nov-16,Nov,Bogura,24.836,89.38,7.69
28-Nov-16,Nov,Bogura,24.836,89.38,7.59
05-Dec-16,Dec,Bogura,24.836,89.38,7.49
12-Dec-16,Dec,Bogura,24.836,89.38,7.33
19-Dec-16,Dec,Bogura,24.836,89.38,7.28
26-Dec-16,Dec,Bogura,24.836,89.38,7.6
06-Mar-17,Mar,Bogura,24.836,89.38,7.31
13-Mar-17,Mar,Bogura,24.836,89.38,7.39
20-Mar-17,Mar,Bogura,24.836,89.38,7.46
27-Mar-17,Mar,Bogura,24.836,89.38,7.07
03-Apr-17,Apr,Bogura,24.836,89.38,7.65
10-Apr-17,Apr,Bogura,24.836,89.38,7.62
17-Apr-17,Apr,Bogura,24.836,89.38,7.51
24-Apr-17,Apr,Bogura,24.836,89.38,7.57
01-May-17,May,Bogura,24.836,89.38,7.52
08-May-17,May,Bogura,24.836,89.38,7.47
15-May-17,May,Bogura,24.836,89.38,7.4
22-May-17,May,Bogura,24.836,89.38,7.33
29-May-17,May,Bogura,24.836,89.38,7.29
05-Jun-17,Jun,Bogura,24.836,89.38,7.22
12-Jun-17,Jun,Bogura,24.836,89.38,7.12
19-Jun-17,Jun,Bogura,24.836,89.38,7.09
26-Jun-17,Jun,Bogura,24.836,89.38,6.96
03-Jul-17,Jul,Bogura,24.836,89.38,7.03
10-Jul-17,Jul,Bogura,24.836,89.38,6.95
17-Jul-17,Jul,Bogura,24.836,89.38,6.88
24-Jul-17,Jul,Bogura,24.836,89.38,6.91
31-Jul-17,Jul,Bogura,24.836,89.38,6.84
07-Aug-17,Aug,Bogura,24.836,89.38,6.8
14-Aug-17,Aug,Bogura,24.836,89.38,6.71
21-Aug-17,Aug,Bogura,24.836,89.38,6.68
28-Aug-17,Aug,Bogura,24.836,89.38,6.74
06-Nov-17,Nov,Bogura,24.836,89.38,6.28
13-Nov-17,Nov,Bogura,24.836,89.38,6.22
20-Nov-17,Nov,Bogura,24.836,89.38,6.13
27-Nov-17,Nov,Bogura,24.836,89.38,6.43
04-Dec-17,Dec,Bogura,24.836,89.38,6.56
11-Dec-17,Dec,Bogura,24.836,89.38,6.57
18-Dec-17,Dec,Bogura,24.836,89.38,6.72
25-Dec-17,Dec,Bogura,24.836,89.38,6.75
01-Jan-18,Jan,Bogura,24.836,89.38,6.77
08-Jan-18,Jan,Bogura,24.836,89.38,6.8
15-Jan-18,Jan,Bogura,24.836,89.38,6.8
22-Jan-18,Jan,Bogura,24.836,89.38,7.01
29-Jan-18,Jan,Bogura,24.836,89.38,7.18
05-Feb-18,Feb,Bogura,24.836,89.38,7.25
12-Feb-18,Feb,Bogura,24.836,89.38,7.36
19-Feb-18,Feb,Bogura,24.836,89.38,7.74
26-Feb-18,Feb,Bogura,24.836,89.38,7.66
05-Mar-18,Mar,Bogura,24.836,89.38,7.69
12-Mar-18,Mar,Bogura,24.836,89.38,7.75
19-Mar-18,Mar,Bogura,24.836,89.38,7.45
26-Mar-18,Mar,Bogura,24.836,89.38,7.9
02-Apr-18,Apr,Bogura,24.836,89.38,7.97
09-Apr-18,Apr,Bogura,24.836,89.38,8.04
16-Apr-18,Apr,Bogura,24.836,89.38,8.07
23-Apr-18,Apr,Bogura,24.836,89.38,8.06
30-Apr-18,Apr,Bogura,24.836,89.38,8.05
07-May-18,May,Bogura,24.836,89.38,8.04
14-May-18,May,Bogura,24.836,89.38,7.98
21-May-18,May,Bogura,24.836,89.38,7.64
28-May-18,May,Bogura,24.836,89.38,7.79
04-Jun-18,Jun,Bogura,24.836,89.38,7.44
11-Jun-18,Jun,Bogura,24.836,89.38,7.14
18-Jun-18,Jun,Bogura,24.836,89.38,7.28
25-Jun-18,Jun,Bogura,24.836,89.38,7.08
02-Jul-18,Jul,Bogura,24.836,89.38,6.79
09-Jul-18,Jul,Bogura,24.836,89.38,6.65
16-Jul-18,Jul,Bogura,24.836,89.38,6.85
23-Jul-18,Jul,Bogura,24.836,89.38,6.61
30-Jul-18,Jul,Bogura,24.836,89.38,6.37
06-Aug-18,Aug,Bogura,24.836,89.38,5.96
13-Aug-18,Aug,Bogura,24.836,89.38,6.7
20-Aug-18,Aug,Bogura,24.836,89.38,6.65
27-Aug-18,Aug,Bogura,24.836,89.38,6.55
03-Sep-18,Sep,Bogura,24.836,89.38,6.68
10-Sep-18,Sep,Bogura,24.836,89.38,6.57
17-Sep-18,Sep,Bogura,24.836,89.38,6.56
24-Sep-18,Sep,Bogura,24.836,89.38,6.69
01-Oct-18,Oct,Bogura,24.836,89.38,6.86
08-Oct-18,Oct,Bogura,24.836,89.38,6.93
15-Oct-18,Oct,Bogura,24.836,89.38,7.04
22-Oct-18,Oct,Bogura,24.836,89.38,7.02
29-Oct-18,Oct,Bogura,24.836,89.38,7.03
05-Nov-18,Nov,Bogura,24.836,89.38,7.17
12-Nov-18,Nov,Bogura,24.836,89.38,7.31
19-Nov-18,Nov,Bogura,24.836,89.38,7.33
26-Nov-18,Nov,Bogura,24.836,89.38,7.43
03-Dec-18,Dec,Bogura,24.836,89.38,7.45
10-Dec-18,Dec,Bogura,24.836,89.38,7.49
17-Dec-18,Dec,Bogura,24.836,89.38,7.52
24-Dec-18,Dec,Bogura,24.836,89.38,7.62
31-Dec-18,Dec,Bogura,24.836,89.38,7.59
07-Jan-19,Jan,Bogura,24.836,89.38,7.64
14-Jan-19,Jan,Bogura,24.836,89.38,7.96
21-Jan-19,Jan,Bogura,24.836,89.38,7.76
28-Jan-19,Jan,Bogura,24.836,89.38,7.91
04-Feb-19,Feb,Bogura,24.836,89.38,7.96
11-Feb-19,Feb,Bogura,24.836,89.38,8.07
18-Feb-19,Feb,Bogura,24.836,89.38,8.14
25-Feb-19,Feb,Bogura,24.836,89.38,8.36
04-Mar-19,Mar,Bogura,24.836,89.38,8.39
11-Mar-19,Mar,Bogura,24.836,89.38,8.42
18-Mar-19,Mar,Bogura,24.836,89.38,8.43
25-Mar-19,Mar,Bogura,24.836,89.38,8.92
01-Apr-19,Apr,Bogura,24.836,89.38,8.64
08-Apr-19,Apr,Bogura,24.836,89.38,8.78
15-Apr-19,Apr,Bogura,24.836,89.38,8.77
22-Apr-19,Apr,Bogura,24.836,89.38,8.94
29-Apr-19,Apr,Bogura,24.836,89.38,9
06-May-19,May,Bogura,24.836,89.38,8.95
13-May-19,May,Bogura,24.836,89.38,8.9
20-May-19,May,Bogura,24.836,89.38,8.97
27-May-19,May,Bogura,24.836,89.38,8.92
03-Jun-19,Jun,Bogura,24.836,89.38,8.37
10-Jun-19,Jun,Bogura,24.836,89.38,8.53
17-Jun-19,Jun,Bogura,24.836,89.38,8.5
24-Jun-19,Jun,Bogura,24.836,89.38,8.49
01-Jul-19,Jul,Bogura,24.836,89.38,8.49
08-Jul-19,Jul,Bogura,24.836,89.38,4.45
15-Jul-19,Jul,Bogura,24.836,89.38,7.49
22-Jul-19,Jul,Bogura,24.836,89.38,7.51
29-Jul-19,Jul,Bogura,24.836,89.38,7.09
05-Aug-19,Aug,Bogura,24.836,89.38,6.91
12-Aug-19,Aug,Bogura,24.836,89.38,6.97
19-Aug-19,Aug,Bogura,24.836,89.38,6.91
26-Aug-19,Aug,Bogura,24.836,89.38,8.1
02-Sep-19,Sep,Bogura,24.836,89.38,8.26
09-Sep-19,Sep,Bogura,24.836,89.38,6.96
16-Sep-19,Sep,Bogura,24.836,89.38,6.99
23-Sep-19,Sep,Bogura,24.836,89.38,7.44
30-Sep-19,Sep,Bogura,24.836,89.38,7.36
07-Oct-19,Oct,Bogura,24.836,89.38,7.16
14-Oct-19,Oct,Bogura,24.836,89.38,6.8
21-Oct-19,Oct,Bogura,24.836,89.38,7.12
28-Oct-19,Oct,Bogura,24.836,89.38,6.77
04-Nov-19,Nov,Bogura,24.836,89.38,6.78
11-Nov-19,Nov,Bogura,24.836,89.38,7.07
18-Nov-19,Nov,Bogura,24.836,89.38,7.18
25-Nov-19,Nov,Bogura,24.836,89.38,7.26
02-Dec-19,Dec,Bogura,24.836,89.38,7.29
09-Dec-19,Dec,Bogura,24.836,89.38,7.34
16-Dec-19,Dec,Bogura,24.836,89.38,7.19
23-Dec-19,Dec,Bogura,24.836,89.38,7.39
30-Dec-19,Dec,Bogura,24.836,89.38,7.53
06-Jan-20,Jan,Bogura,24.836,89.38,7.5
13-Jan-20,Jan,Bogura,24.836,89.38,7.34
20-Jan-20,Jan,Bogura,24.836,89.38,7.6
27-Jan-20,Jan,Bogura,24.836,89.38,7.67
03-Feb-20,Feb,Bogura,24.836,89.38,7.72
10-Feb-20,Feb,Bogura,24.836,89.38,7.8
17-Feb-20,Feb,Bogura,24.836,89.38,8
24-Feb-20,Feb,Bogura,24.836,89.38,8.08
02-Mar-20,Mar,Bogura,24.836,89.38,8.13
09-Mar-20,Mar,Bogura,24.836,89.38,8.41
16-Mar-20,Mar,Bogura,24.836,89.38,8.59
23-Mar-20,Mar,Bogura,24.836,89.38,8.55
30-Mar-20,Mar,Bogura,24.836,89.38,8.81
06-Apr-20,Apr,Bogura,24.836,89.38,8.74
13-Apr-20,Apr,Bogura,24.836,89.38,7.51
20-Apr-20,Apr,Bogura,24.836,89.38,7.39
27-Apr-20,Apr,Bogura,24.836,89.38,7.24
04-May-20,May,Bogura,24.836,89.38,8.36
11-May-20,May,Bogura,24.836,89.38,8.79
18-May-20,May,Bogura,24.836,89.38,9
25-May-20,May,Bogura,24.836,89.38,8.3
01-Jun-20,Jun,Bogura,24.836,89.38,8.09
08-Jun-20,Jun,Bogura,24.836,89.38,7.62
15-Jun-20,Jun,Bogura,24.836,89.38,7.56
22-Jun-20,Jun,Bogura,24.836,89.38,7.09
29-Jun-20,Jun,Bogura,24.836,89.38,7.11
06-Jul-20,Jul,Bogura,24.836,89.38,6.77
13-Jul-20,Jul,Bogura,24.836,89.38,6.02
20-Jul-20,Jul,Bogura,24.836,89.38,6.32
27-Jul-20,Jul,Bogura,24.836,89.38,5.32
03-Aug-20,Aug,Bogura,24.836,89.38,5.43
10-Aug-20,Aug,Bogura,24.836,89.38,4.53
17-Aug-20,Aug,Bogura,24.836,89.38,5.79
24-Aug-20,Aug,Bogura,24.836,89.38,6.14
31-Aug-20,Aug,Bogura,24.836,89.38,6.27
07-Sep-20,Sep,Bogura,24.836,89.38,5.95
14-Sep-20,Sep,Bogura,24.836,89.38,5.95
21-Sep-20,Sep,Bogura,24.836,89.38,5.9
28-Sep-20,Sep,Bogura,24.836,89.38,5.56
05-Oct-20,Oct,Bogura,24.836,89.38,5.26
12-Oct-20,Oct,Bogura,24.836,89.38,5.25
19-Oct-20,Oct,Bogura,24.836,89.38,5.46
26-Oct-20,Oct,Bogura,24.836,89.38,5.55
02-Nov-20,Nov,Bogura,24.836,89.38,5.91
09-Nov-20,Nov,Bogura,24.836,89.38,6.28
16-Nov-20,Nov,Bogura,24.836,89.38,6.62
23-Nov-20,Nov,Bogura,24.836,89.38,6.63
30-Nov-20,Nov,Bogura,24.836,89.38,6.72
07-Dec-20,Dec,Bogura,24.836,89.38,6.76
14-Dec-20,Dec,Bogura,24.836,89.38,6.88
21-Dec-20,Dec,Bogura,24.836,89.38,7
28-Dec-20,Dec,Bogura,24.836,89.38,7.25
04-Jan-21,Jan,Bogura,24.836,89.38,7.15
11-Jan-21,Jan,Bogura,24.836,89.38,7.14
18-Jan-21,Jan,Bogura,24.836,89.38,7.25
25-Jan-21,Jan,Bogura,24.836,89.38,7.3
01-Feb-21,Feb,Bogura,24.836,89.38,7.29
08-Feb-21,Feb,Bogura,24.836,89.38,7.43
15-Feb-21,Feb,Bogura,24.836,89.38,7.64
22-Feb-21,Feb,Bogura,24.836,89.38,7.76
01-Mar-21,Mar,Bogura,24.836,89.38,7.95
08-Mar-21,Mar,Bogura,24.836,89.38,7.79
15-Mar-21,Mar,Bogura,24.836,89.38,8.13
22-Mar-21,Mar,Bogura,24.836,89.38,8.2
29-Mar-21,Mar,Bogura,24.836,89.38,8.32
05-Apr-21,Apr,Bogura,24.836,89.38,8.53
03-May-21,May,Bogura,24.836,89.38,8.87
10-May-21,May,Bogura,24.836,89.38,8.84
07-Jun-21,Jun,Bogura,24.836,89.38,8.84
14-Jun-21,Jun,Bogura,24.836,89.38,8.58
21-Jun-21,Jun,Bogura,24.836,89.38,8.39
28-Jun-21,Jun,Bogura,24.836,89.38,8.18
12-Jul-21,Jul,Bogura,24.836,89.38,7.07
19-Jul-21,Jul,Bogura,24.836,89.38,7.04
26-Jul-21,Jul,Bogura,24.836,89.38,8.01
02-Aug-21,Aug,Bogura,24.836,89.38,7.06
09-Aug-21,Aug,Bogura,24.836,89.38,7.03
16-Aug-21,Aug,Bogura,24.836,89.38,7.01
23-Aug-21,Aug,Bogura,24.836,89.38,6.09
30-Aug-21,Aug,Bogura,24.836,89.38,6.06
06-Sep-21,Sep,Bogura,24.836,89.38,6.7
13-Sep-21,Sep,Bogura,24.836,89.38,6.79
04-Oct-21,Oct,Bogura,24.836,89.38,7.2
11-Oct-21,Oct,Bogura,24.836,89.38,7.42
18-Oct-21,Oct,Bogura,24.836,89.38,7.3
25-Oct-21,Oct,Bogura,24.836,89.38,7.51
01-Nov-21,Nov,Bogura,24.836,89.38,7.7
08-Nov-21,Nov,Bogura,24.836,89.38,7.71
15-Nov-21,Nov,Bogura,24.836,89.38,7.7
22-Nov-21,Nov,Bogura,24.836,89.38,7.77
29-Nov-21,Nov,Bogura,24.836,89.38,7.83
06-Dec-21,Dec,Bogura,24.836,89.38,7.89
13-Dec-21,Dec,Bogura,24.836,89.38,7.4
20-Dec-21,Dec,Bogura,24.836,89.38,7.9
27-Dec-21,Dec,Bogura,24.836,89.38,8.15
03-Jan-22,Jan,Bogura,24.836,89.38,8.01
10-Jan-22,Jan,Bogura,24.836,89.38,7.8
17-Jan-22,Jan,Bogura,24.836,89.38,8.04
07-Feb-22,Feb,Bogura,24.836,89.38,8.3
14-Feb-22,Feb,Bogura,24.836,89.38,8.35
21-Feb-22,Feb,Bogura,24.836,89.38,8.42
28-Feb-22,Feb,Bogura,24.836,89.38,8.5
07-Mar-22,Mar,Bogura,24.836,89.38,8.6
14-Mar-22,Mar,Bogura,24.836,89.38,8.61
21-Mar-22,Mar,Bogura,24.836,89.38,8.95
28-Mar-22,Mar,Bogura,24.836,89.38,9.1
04-Apr-22,Apr,Bogura,24.836,89.38,8.3
11-Apr-22,Apr,Bogura,24.836,89.38,8.4
18-Apr-22,Apr,Bogura,24.836,89.38,8.7
25-Apr-22,Apr,Bogura,24.836,89.38,8.9
02-May-22,May,Bogura,24.836,89.38,9.1
09-May-22,May,Bogura,24.836,89.38,9.3
16-May-22,May,Bogura,24.836,89.38,9.4
23-May-22,May,Bogura,24.836,89.38,9.45
30-May-22,May,Bogura,24.836,89.38,9.2
06-Jun-22,Jun,Bogura,24.836,89.38,9.1
13-Jun-22,Jun,Bogura,24.836,89.38,8.9
20-Jun-22,Jun,Bogura,24.836,89.38,8.55
27-Jun-22,Jun,Bogura,24.836,89.38,8.4
04-Jul-22,Jul,Bogura,24.836,89.38,8.55
11-Jul-22,Jul,Bogura,24.836,89.38,8.6
18-Jul-22,Jul,Bogura,24.836,89.38,8.58
25-Jul-22,Jul,Bogura,24.836,89.38,8.55
01-Aug-22,Aug,Bogura,24.836,89.38,8.62
08-Aug-22,Aug,Bogura,24.836,89.38,8.56
15-Aug-22,Aug,Bogura,24.836,89.38,8.52
22-Aug-22,Aug,Bogura,24.836,89.38,8.49
29-Aug-22,Aug,Bogura,24.836,89.38,8.45
05-Sep-22,Sep,Bogura,24.836,89.38,8.4
12-Sep-22,Sep,Bogura,24.836,89.38,8.45
19-Sep-22,Sep,Bogura,24.836,89.38,7.9
26-Sep-22,Sep,Bogura,24.836,89.38,7.85
03-Oct-22,Oct,Bogura,24.836,89.38,7.65
10-Oct-22,Oct,Bogura,24.836,89.38,7.7
17-Oct-22,Oct,Bogura,24.836,89.38,7.95
24-Oct-22,Oct,Bogura,24.836,89.38,8
31-Oct-22,Oct,Bogura,24.836,89.38,7.9
07-Nov-22,Nov,Bogura,24.836,89.38,8.1
14-Nov-22,Nov,Bogura,24.836,89.38,8.12
21-Nov-22,Nov,Bogura,24.836,89.38,8.15
28-Nov-22,Nov,Bogura,24.836,89.38,8.17
05-Dec-22,Dec,Bogura,24.836,89.38,8.25
12-Dec-22,Dec,Bogura,24.836,89.38,8.3
19-Dec-22,Dec,Bogura,24.836,89.38,8.5
26-Dec-22,Dec,Bogura,24.836,89.38,8.52
02-Jan-23,Jan,Bogura,24.836,89.38,8.55
09-Jan-23,Jan,Bogura,24.836,89.38,8.6
16-Jan-23,Jan,Bogura,24.836,89.38,8.64
23-Jan-23,Jan,Bogura,24.836,89.38,8.68
30-Jan-23,Jan,Bogura,24.836,89.38,8.73
06-Feb-23,Feb,Bogura,24.836,89.38,8.75
13-Feb-23,Feb,Bogura,24.836,89.38,8.8
20-Feb-23,Feb,Bogura,24.836,89.38,8.83
27-Feb-23,Feb,Bogura,24.836,89.38,8.86
06-Mar-23,Mar,Bogura,24.836,89.38,8.9
13-Mar-23,Mar,Bogura,24.836,89.38,9.3
20-Mar-23,Mar,Bogura,24.836,89.38,8.4
27-Mar-23,Mar,Bogura,24.836,89.38,9.38
03-Apr-23,Apr,Bogura,24.836,89.38,9.4
10-Apr-23,Apr,Bogura,24.836,89.38,9.42
17-Apr-23,Apr,Bogura,24.836,89.38,9.45
24-Apr-23,Apr,Bogura,24.836,89.38,9.5
01-May-23,May,Bogura,24.836,89.38,9.52
08-May-23,May,Bogura,24.836,89.38,9.55
15-May-23,May,Bogura,24.836,89.38,9.6
22-May-23,May,Bogura,24.836,89.38,9.66
29-May-23,May,Bogura,24.836,89.38,9.75
05-Jun-23,Jun,Bogura,24.836,89.38,10.05
12-Jun-23,Jun,Bogura,24.836,89.38,10.07
19-Jun-23,Jun,Bogura,24.836,89.38,10.09
26-Jun-23,Jun,Bogura,24.836,89.38,9.39
03-Jul-23,Jul,Bogura,24.836,89.38,9.45
10-Jul-23,Jul,Bogura,24.836,89.38,9.09
17-Jul-23,Jul,Bogura,24.836,89.38,9.56
24-Jul-23,Jul,Bogura,24.836,89.38,9.49
31-Jul-23,Jul,Bogura,24.836,89.38,9.59
07-Aug-23,Aug,Bogura,24.836,89.38,9.68
14-Aug-23,Aug,Bogura,24.836,89.38,9.41
21-Aug-23,Aug,Bogura,24.836,89.38,9.32
28-Aug-23,Aug,Bogura,24.836,89.38,9.17
04-Sep-23,Sep,Bogura,24.836,89.38,8.96
11-Sep-23,Sep,Bogura,24.836,89.38,8.71
18-Sep-23,Sep,Bogura,24.836,89.38,8.76
25-Sep-23,Sep,Bogura,24.836,89.38,8.69
02-Oct-23,Oct,Bogura,24.836,89.38,8.63
09-Oct-23,Oct,Bogura,24.836,89.38,8.58
16-Oct-23,Oct,Bogura,24.836,89.38,8.55
23-Oct-23,Oct,Bogura,24.836,89.38,8.52
30-Oct-23,Oct,Bogura,24.836,89.38,8.48
06-Nov-23,Nov,Bogura,24.836,89.38,8.43
13-Nov-23,Nov,Bogura,24.836,89.38,8.4
20-Nov-23,Nov,Bogura,24.836,89.38,8.33
27-Nov-23,Nov,Bogura,24.836,89.38,8.35
04-Dec-23,Dec,Bogura,24.836,89.38,8.32
11-Dec-23,Dec,Bogura,24.836,89.38,8.2
18-Dec-23,Dec,Bogura,24.836,89.38,8.49
25-Dec-23,Dec,Bogura,24.836,89.38,8.3
01-Jan-24,Jan,Bogura,24.836,89.38,8.42
08-Jan-24,Jan,Bogura,24.836,89.38,8.47
15-Jan-24,Jan,Bogura,24.836,89.38,8.45
22-Jan-24,Jan,Bogura,24.836,89.38,8.53
29-Jan-24,Jan,Bogura,24.836,89.38,8.55
05-Feb-24,Feb,Bogura,24.836,89.38,8.63
12-Feb-24,Feb,Bogura,24.836,89.38,8.88
19-Feb-24,Feb,Bogura,24.836,89.38,8.84
26-Feb-24,Feb,Bogura,24.836,89.38,8.91
04-Mar-24,Mar,Bogura,24.836,89.38,9.17
11-Mar-24,Mar,Bogura,24.836,89.38,9.29
18-Mar-24,Mar,Bogura,24.836,89.38,9.48
25-Mar-24,Mar,Bogura,24.836,89.38,9.37
01-Apr-24,Apr,Bogura,24.836,89.38,9.54
08-Apr-24,Apr,Bogura,24.836,89.38,9.91
15-Apr-24,Apr,Bogura,24.836,89.38,10
22-Apr-24,Apr,Bogura,24.836,89.38,10.03
29-Apr-24,Apr,Bogura,24.836,89.38,10.09
06-May-24,May,Bogura,24.836,89.38,10.21
13-May-24,May,Bogura,24.836,89.38,10.31
20-May-24,May,Bogura,24.836,89.38,10.39
27-May-24,May,Bogura,24.836,89.38,10.3
03-Jun-24,Jun,Bogura,24.836,89.38,10.21
10-Jun-24,Jun,Bogura,24.836,89.38,10.05
17-Jun-24,Jun,Bogura,24.836,89.38,10.8
24-Jun-24,Jun,Bogura,24.836,89.38,9.55
01-Jul-24,Jul,Bogura,24.836,89.38,8.19
08-Jul-24,Jul,Bogura,24.836,89.38,8.13
15-Jul-24,Jul,Bogura,24.836,89.38,8.14
22-Jul-24,Jul,Bogura,24.836,89.38,8.24
29-Jul-24,Jul,Bogura,24.836,89.38,8.07
05-Aug-24,Aug,Bogura,24.836,89.38,8.39
12-Aug-24,Aug,Bogura,24.836,89.38,8.58
19-Aug-24,Aug,Bogura,24.836,89.38,8.51
26-Aug-24,Aug,Bogura,24.836,89.38,8.63
02-Sep-24,Sep,Bogura,24.836,89.38,8.41
09-Sep-24,Sep,Bogura,24.836,89.38,8.19
16-Sep-24,Sep,Bogura,24.836,89.38,8.34
23-Sep-24,Sep,Bogura,24.836,89.38,8.25
30-Sep-24,Sep,Bogura,24.836,89.38,8.15
07-Oct-24,Oct,Bogura,24.836,89.38,8.21
14-Oct-24,Oct,Bogura,24.836,89.38,8.28
21-Oct-24,Oct,Bogura,24.836,89.38,8.36
28-Oct-24,Oct,Bogura,24.836,89.38,8.29
05-Jan-15,Jan,Brahmanbaria,23.983,91.288,8.42
12-Jan-15,Jan,Brahmanbaria,23.983,91.288,8.48
19-Jan-15,Jan,Brahmanbaria,23.983,91.288,8.27
26-Jan-15,Jan,Brahmanbaria,23.983,91.288,8.54
02-Feb-15,Feb,Brahmanbaria,23.983,91.288,8.6
09-Feb-15,Feb,Brahmanbaria,23.983,91.288,8.63
16-Feb-15,Feb,Brahmanbaria,23.983,91.288,8.72
23-Feb-15,Feb,Brahmanbaria,23.983,91.288,8.82
02-Mar-15,Mar,Brahmanbaria,23.983,91.288,8.88
09-Mar-15,Mar,Brahmanbaria,23.983,91.288,9.03
16-Mar-15,Mar,Brahmanbaria,23.983,91.288,9.18
23-Mar-15,Mar,Brahmanbaria,23.983,91.288,9.33
30-Mar-15,Mar,Brahmanbaria,23.983,91.288,9.4
06-Apr-15,Apr,Brahmanbaria,23.983,91.288,8.94
13-Apr-15,Apr,Brahmanbaria,23.983,91.288,9.12
20-Apr-15,Apr,Brahmanbaria,23.983,91.288,8.85
27-Apr-15,Apr,Brahmanbaria,23.983,91.288,8.72
04-May-15,May,Brahmanbaria,23.983,91.288,8.63
11-May-15,May,Brahmanbaria,23.983,91.288,8.24
18-May-15,May,Brahmanbaria,23.983,91.288,8.11
25-May-15,May,Brahmanbaria,23.983,91.288,7.63
01-Jun-15,Jun,Brahmanbaria,23.983,91.288,7.5
08-Jun-15,Jun,Brahmanbaria,23.983,91.288,7.41
15-Jun-15,Jun,Brahmanbaria,23.983,91.288,7.32
22-Jun-15,Jun,Brahmanbaria,23.983,91.288,7.29
29-Jun-15,Jun,Brahmanbaria,23.983,91.288,7.2
06-Jul-15,Jul,Brahmanbaria,23.983,91.288,7.18
13-Jul-15,Jul,Brahmanbaria,23.983,91.288,7.08
20-Jul-15,Jul,Brahmanbaria,23.983,91.288,7
27-Jul-15,Jul,Brahmanbaria,23.983,91.288,6.9
03-Aug-15,Aug,Brahmanbaria,23.983,91.288,6.85
10-Aug-15,Aug,Brahmanbaria,23.983,91.288,6.75
17-Aug-15,Aug,Brahmanbaria,23.983,91.288,6.68
24-Aug-15,Aug,Brahmanbaria,23.983,91.288,6.75
31-Aug-15,Aug,Brahmanbaria,23.983,91.288,6.88
07-Sep-15,Sep,Brahmanbaria,23.983,91.288,6.95
14-Sep-15,Sep,Brahmanbaria,23.983,91.288,7.05
21-Sep-15,Sep,Brahmanbaria,23.983,91.288,7.2
28-Sep-15,Sep,Brahmanbaria,23.983,91.288,7.25
05-Oct-15,Oct,Brahmanbaria,23.983,91.288,7.35
12-Oct-15,Oct,Brahmanbaria,23.983,91.288,7.4
19-Oct-15,Oct,Brahmanbaria,23.983,91.288,7.48
26-Oct-15,Oct,Brahmanbaria,23.983,91.288,7.59
02-Nov-15,Nov,Brahmanbaria,23.983,91.288,7.68
09-Nov-15,Nov,Brahmanbaria,23.983,91.288,7.68
16-Nov-15,Nov,Brahmanbaria,23.983,91.288,7.78
23-Nov-15,Nov,Brahmanbaria,23.983,91.288,7.88
30-Nov-15,Nov,Brahmanbaria,23.983,91.288,7.98
07-Dec-15,Dec,Brahmanbaria,23.983,91.288,7.95
14-Dec-15,Dec,Brahmanbaria,23.983,91.288,7.98
21-Dec-15,Dec,Brahmanbaria,23.983,91.288,8.15
28-Dec-15,Dec,Brahmanbaria,23.983,91.288,8.25
02-May-16,May,Brahmanbaria,23.983,91.288,7.93
09-May-16,May,Brahmanbaria,23.983,91.288,7.77
16-May-16,May,Brahmanbaria,23.983,91.288,7.55
23-May-16,May,Brahmanbaria,23.983,91.288,7.01
30-May-16,May,Brahmanbaria,23.983,91.288,6.86
06-Jun-16,Jun,Brahmanbaria,23.983,91.288,6.71
13-Jun-16,Jun,Brahmanbaria,23.983,91.288,6.76
20-Jun-16,Jun,Brahmanbaria,23.983,91.288,6.78
27-Jun-16,Jun,Brahmanbaria,23.983,91.288,6.8
04-Jul-16,Jul,Brahmanbaria,23.983,91.288,6.83
11-Jul-16,Jul,Brahmanbaria,23.983,91.288,6.86
18-Jul-16,Jul,Brahmanbaria,23.983,91.288,6.85
25-Jul-16,Jul,Brahmanbaria,23.983,91.288,6.72
05-Sep-16,Sep,Brahmanbaria,23.983,91.288,6.88
12-Sep-16,Sep,Brahmanbaria,23.983,91.288,6.86
19-Sep-16,Sep,Brahmanbaria,23.983,91.288,6.83
26-Sep-16,Sep,Brahmanbaria,23.983,91.288,6.96
03-Oct-16,Oct,Brahmanbaria,23.983,91.288,7.01
10-Oct-16,Oct,Brahmanbaria,23.983,91.288,7.06
17-Oct-16,Oct,Brahmanbaria,23.983,91.288,7.06
